id_transaksi,tanggal_pencairan,provinsi,jenis_pinjaman,status_peminjam,jumlah_pinjaman,total_pengembalian,durasi_hari,porsi_pengembalian_lender,sektor_usaha,pendidikan,jenis_jaminan,status_gagal_bayar
8367,2023-08-01,Jawa Tengah,Modal_Usaha,Peminjam_Berulang,534000.0,,,160000.0,Manufaktur,S1,Sertifikat,0
8368,2023-09-19,Jawa Barat,Modal_Usaha,Peminjam_Berulang,672000.0,675000.0,7.0,202000.0,Kuliner,SMA,BPKB,0
8369,2024-08-03,Jawa Barat,Multiguna,Peminjam_Berulang,5647000.0,6330000.0,60.0,253000.0,Jasa,SMA,Sertifikat,0
8370,2023-09-29,DKI Jakarta,Modal_Usaha,Peminjam_Berulang,202000.0,204000.0,7.0,61000.0,Perdagangan,S1,Tanpa_Jaminan,0
8371,2023-08-20,Jawa Barat,Modal_Usaha,Peminjam_Berulang,909000.0,909000.0,7.0,27000.0,Pertanian,D3,Tanpa_Jaminan,0
8372,2025-08-02,Jawa Tengah,Mikro_UKM,Peminjam_Berulang,829000.0,859000.0,7.0,171000.0,Manufaktur,SMA,Tanpa_Jaminan,0
8373,2023-07-23,DKI Jakarta,Modal_Usaha,Peminjam_Berulang,1350000.0,1375000.0,7.0,,Kuliner,SMA,Tanpa_Jaminan,0
8374,2023-11-19,Jawa Barat,Modal_Usaha,Peminjam_Berulang,128000.0,150000.0,7.0,20000.0,Pertanian,D3,Sertifikat,1
8375,2023-09-23,Jawa Tengah,Modal_Usaha,Peminjam_Berulang,391000.0,393000.0,7.0,,Perdagangan,D3,Sertifikat,0
8376,2023-08-08,DKI Jakarta,Modal_Usaha,Peminjam_Berulang,2206000.0,2273000.0,7.0,681000.0,Perdagangan,S1,BPKB,0
8377,2025-10-12,Jawa Timur,Mikro_UKM,Peminjam_Berulang,631000.0,653000.0,7.0,,Kuliner,S1,Sertifikat,0
8378,2023-09-30,DKI Jakarta,Modal_Usaha,Peminjam_Berulang,614000.0,650000.0,7.0,7000.0,Kuliner,S1,BPKB,0
8379,2023-03-11,Jawa Barat,Investasi,Peminjam_Berulang,7173000.0,7543000.0,14.0,1206000.0,Perdagangan,SMA,Sertifikat,0
8380,2023-09-27,Jawa Timur,Modal_Usaha,Peminjam_Berulang,2169000.0,2178000.0,7.0,339000.0,Jasa,S1,SK_Pegawai,0
8381,2023-10-29,DKI Jakarta,Modal_Usaha,Peminjam_Berulang,862000.0,867000.0,7.0,,Digital,S1,Tanpa_Jaminan,0
8382,2023-11-25,Jawa Timur,Modal_Usaha,Peminjam_Berulang,43000.0,43000.0,7.0,13000.0,Digital,D3,SK_Pegawai,0
8383,2023-10-15,DKI Jakarta,Modal_Usaha,Peminjam_Berulang,334000.0,346000.0,-1.0,10000.0,Digital,SMA,Tanpa_Jaminan,0
8384,2023-09-01,Jawa Barat,Modal_Usaha,Peminjam_Berulang,1391000.0,1433000.0,7.0,430000.0,Digital,D3,SK_Pegawai,0
8385,2023-08-29,Jawa Barat,Modal_Usaha,Peminjam_Berulang,953000.0,959000.0,7.0,287000.0,Pertanian,D3,Tanpa_Jaminan,0
8386,2023-10-24,Jawa Barat,Modal_Usaha,Peminjam_Berulang,433000.0,449000.0,7.0,0.0,Pertanian,S1,BPKB,0
8387,2023-08-13,Jawa Tengah,Modal_Usaha,Peminjam_Berulang,2034000.0,2071000.0,7.0,621000.0,Manufaktur,S1,SK_Pegawai,0
8388,2023-08-01,Jawa Barat,Modal_Usaha,Peminjam_Berulang,307000.0,307000.0,7.0,92000.0,Pertanian,S1,Sertifikat,0
8389,2023-07-30,Jawa Barat,Modal_Usaha,Peminjam_Berulang,618000.0,621000.0,7.0,186000.0,Jasa,S1,Tanpa_Jaminan,0
8390,2023-07-13,Jawa Tengah,Modal_Usaha,Peminjam_Berulang,2353000.0,2367000.0,7.0,710000.0,Jasa,D3,SK_Pegawai,0
8391,2023-08-29,Jawa Tengah,Modal_Usaha,Peminjam_Berulang,1509000.0,,7.0,458000.0,Kuliner,S1,BPKB,0
8392,2023-11-14,Jawa Timur,Modal_Usaha,Peminjam_Berulang,1178000.0,1178000.0,7.0,0.0,Manufaktur,S2,BPKB,0
8393,2023-07-26,Jawa Tengah,Modal_Usaha,Peminjam_Berulang,48000.0,48000.0,7.0,14000.0,Digital,S1,Tanpa_Jaminan,0
8394,2023-09-02,Jawa Timur,Modal_Usaha,Peminjam_Berulang,539000.0,539000.0,7.0,161000.0,Digital,SMA,Tanpa_Jaminan,0
8395,2023-10-08,DKI Jakarta,Modal_Usaha,Peminjam_Berulang,7225000.0,7480000.0,7.0,2244000.0,Pertanian,SMA,BPKB,0
8396,2025-10-19,Jawa Timur,Mikro_UKM,Peminjam_Berulang,811000.0,,7.0,168000.0,Perdagangan,S1,Sertifikat,0
8397,2023-10-12,DKI Jakarta,Modal_Usaha,Peminjam_Berulang,1572000.0,1580000.0,7.0,474000.0,Kuliner,SMA,Tanpa_Jaminan,0
8398,2023-10-01,Jawa Tengah,Modal_Usaha,Peminjam_Berulang,262000.0,262000.0,7.0,78000.0,Pertanian,SMA,BPKB,0
8399,2023-07-26,Jawa Barat,Modal_Usaha,Peminjam_Berulang,609000.0,628000.0,7.0,188000.0,Digital,D3,BPKB,0
8400,2023-10-17,Jawa Tengah,Modal_Usaha,Peminjam_Berulang,531000.0,540000.0,7.0,162000.0,Pertanian,S1,SK_Pegawai,0
8401,2023-11-26,Jawa Barat,Modal_Usaha,Peminjam_Berulang,460000.0,464000.0,,139000.0,Digital,SMA,Sertifikat,0
8402,2023-08-27,Jawa Barat,Modal_Usaha,Peminjam_Berulang,237000.0,244000.0,7.0,0.0,Manufaktur,S1,BPKB,0
8403,2023-08-01,Jawa Tengah,Modal_Usaha,Peminjam_Berulang,82000.0,84000.0,7.0,25000.0,Digital,SMA,SK_Pegawai,0
8404,2023-09-28,DKI Jakarta,Modal_Usaha,Peminjam_Berulang,92000.0,92000.0,7.0,0.0,Jasa,S1,Tanpa_Jaminan,0
8405,2023-11-08,Jawa Tengah,Modal_Usaha,Peminjam_Berulang,34000.0,35000.0,7.0,10000.0,Digital,S2,SK_Pegawai,0
8406,2023-08-08,Jawa Timur,Modal_Usaha,Peminjam_Berulang,556000.0,571000.0,,171000.0,Perdagangan,D3,Tanpa_Jaminan,0
8407,2023-08-05,Jawa Timur,Modal_Usaha,Peminjam_Berulang,637000.0,637000.0,7.0,191000.0,Kuliner,SMA,Sertifikat,0
8408,2023-10-22,DKI Jakarta,Modal_Usaha,Peminjam_Berulang,6805000.0,7012000.0,7.0,,Pertanian,D3,BPKB,0
8409,2023-11-12,Jawa Barat,Modal_Usaha,Peminjam_Berulang,621000.0,621000.0,7.0,186000.0,Manufaktur,SMA,BPKB,0
8410,2024-01-09,Jawa Tengah,Investasi,Peminjam_Berulang,1997000.0,2110000.0,14.0,281000.0,Manufaktur,D3,Sertifikat,0
8411,2023-06-26,Jawa Barat,,Peminjam_Berulang,280000.0,344000.0,7.0,55000.0,Kuliner,D3,SK_Pegawai,1
8412,2023-11-02,Jawa Timur,Modal_Usaha,Peminjam_Berulang,115000.0,,7.0,34000.0,Pertanian,S1,Tanpa_Jaminan,0
8413,2023-07-23,Jawa Barat,Modal_Usaha,Peminjam_Berulang,923000.0,945000.0,7.0,283000.0,Kuliner,SMA,Tanpa_Jaminan,0
8414,2023-11-17,Jawa Timur,Modal_Usaha,Peminjam_Berulang,272000.0,272000.0,7.0,81000.0,Pertanian,SMA,Sertifikat,0
8415,2023-10-22,Jawa Timur,Modal_Usaha,Peminjam_Berulang,533000.0,537000.0,7.0,161000.0,Kuliner,S1,Tanpa_Jaminan,0
8416,2023-08-23,DKI Jakarta,Modal_Usaha,Peminjam_Berulang,413000.0,416000.0,7.0,,Kuliner,S1,SK_Pegawai,0
8417,2023-09-03,Jawa Timur,Modal_Usaha,Peminjam_Berulang,3683000.0,3683000.0,7.0,81000.0,Jasa,S2,BPKB,0
8418,2023-09-21,DKI Jakarta,Modal_Usaha,Peminjam_Berulang,126000.0,128000.0,7.0,38000.0,Perdagangan,D3,SK_Pegawai,0
8419,2023-09-05,Jawa Barat,Modal_Usaha,Peminjam_Berulang,844000.0,844000.0,7.0,,Digital,SMA,Tanpa_Jaminan,0
8420,2023-10-18,Jawa Timur,Modal_Usaha,Peminjam_Berulang,727000.0,731000.0,7.0,219000.0,Digital,D3,SK_Pegawai,0
8421,2023-08-16,DKI Jakarta,Modal_Usaha,Peminjam_Berulang,700000.0,700000.0,7.0,210000.0,Kuliner,SMA,Sertifikat,0
8422,2023-07-30,Jawa Tengah,Modal_Usaha,Peminjam_Berulang,823000.0,843000.0,7.0,253000.0,Pertanian,S1,Sertifikat,0
8423,2023-08-15,Jawa Timur,Modal_Usaha,Peminjam_Berulang,445000.0,445000.0,7.0,133000.0,Pertanian,D3,Tanpa_Jaminan,0
8424,2023-08-02,Jawa Timur,Modal_Usaha,Peminjam_Berulang,6432000.0,6510000.0,,1953000.0,Jasa,D3,BPKB,0
8425,2023-08-25,Jawa Tengah,Modal_Usaha,Peminjam_Berulang,608000.0,616000.0,7.0,185000.0,Perdagangan,D3,BPKB,0
8426,2023-07-19,Jawa Timur,Modal_Usaha,Peminjam_Berulang,1533000.0,1554000.0,7.0,466000.0,Jasa,D3,Sertifikat,0
8427,2023-11-21,Jawa Barat,Multiguna,Peminjam_Berulang,3276000.0,3505000.0,30.0,467000.0,Kuliner,SMA,Sertifikat,0
8428,2023-11-04,Jawa Timur,Modal_Usaha,Peminjam_Berulang,240000.0,240000.0,7.0,0.0,Kuliner,SMA,Sertifikat,0
8429,2025-06-28,DKI Jakarta,Mikro_UKM,Peminjam_Berulang,574000.0,595000.0,7.0,198000.0,Kuliner,SMA,SK_Pegawai,0
8430,2023-07-12,Jawa Barat,Modal_Usaha,Peminjam_Berulang,44000.0,,7.0,22000.0,Kuliner,S2,Sertifikat,0
8431,2023-07-23,DKI Jakarta,Modal_Usaha,Peminjam_Berulang,1176000.0,1176000.0,7.0,352000.0,Jasa,S2,Tanpa_Jaminan,0
8432,2023-08-27,Jawa Barat,Modal_Usaha,Peminjam_Berulang,598000.0,614000.0,7.0,40000.0,Jasa,S1,SK_Pegawai,0
8433,2023-10-25,DKI Jakarta,Modal_Usaha,Peminjam_Berulang,472000.0,472000.0,7.0,93000.0,Digital,SMA,Tanpa_Jaminan,0
8434,2023-07-26,Jawa Timur,Modal_Usaha,Peminjam_Berulang,256000.0,266000.0,7.0,79000.0,Manufaktur,SMA,BPKB,0
8435,2023-08-22,DKI Jakarta,Modal_Usaha,Peminjam_Berulang,43000.0,43000.0,7.0,0.0,Perdagangan,SMA,Sertifikat,0
8436,2023-07-08,DKI Jakarta,Multiguna,Peminjam_Berulang,3705000.0,3853000.0,30.0,1058000.0,Digital,SMA,SK_Pegawai,0
8437,2025-07-06,Jawa Barat,Mikro_UKM,Peminjam_Berulang,911000.0,944000.0,7.0,188000.0,Kuliner,D3,Tanpa_Jaminan,0
8438,2023-07-15,DKI Jakarta,Modal_Usaha,Peminjam_Berulang,718000.0,,7.0,,Pertanian,S1,Sertifikat,0
8439,2023-09-20,Jawa Tengah,Modal_Usaha,Peminjam_Berulang,71000.0,72000.0,7.0,21000.0,Perdagangan,S1,Tanpa_Jaminan,0
8440,2023-10-06,Jawa Barat,Modal_Usaha,Peminjam_Berulang,925000.0,942000.0,7.0,,Manufaktur,SMA,BPKB,0
8441,2023-08-08,Jawa Barat,Modal_Usaha,Peminjam_Berulang,344000.0,344000.0,7.0,103000.0,Perdagangan,S1,SK_Pegawai,0
8442,2023-07-18,Jawa Tengah,Modal_Usaha,Peminjam_Berulang,4548000.0,4548000.0,7.0,,Manufaktur,SMA,BPKB,0
8443,2025-08-05,Jawa Tengah,Mikro_UKM,Peminjam_Berulang,577000.0,597000.0,7.0,119000.0,Pertanian,SMA,BPKB,0
8444,2023-09-10,DKI Jakarta,Modal_Usaha,Peminjam_Berulang,263000.0,263000.0,7.0,0.0,Perdagangan,SMA,SK_Pegawai,0
8445,2023-10-10,DKI Jakarta,Modal_Usaha,Peminjam_Berulang,1864000.0,1864000.0,7.0,559000.0,Manufaktur,SMA,BPKB,0
8446,2023-09-01,DKI Jakarta,Modal_Usaha,Peminjam_Berulang,533000.0,544000.0,7.0,0.0,Pertanian,D3,Tanpa_Jaminan,0
8447,2023-10-31,Jawa Barat,,Peminjam_Berulang,647000.0,660000.0,7.0,132000.0,Perdagangan,S1,BPKB,0
8448,2023-10-03,DKI Jakarta,Modal_Usaha,Peminjam_Berulang,71000.0,72000.0,7.0,21000.0,Perdagangan,S1,BPKB,0
8449,2023-10-31,Jawa Barat,Modal_Usaha,Peminjam_Berulang,1332000.0,1357000.0,7.0,407000.0,Manufaktur,S1,BPKB,0
8450,2023-09-14,Jawa Barat,Modal_Usaha,Peminjam_Berulang,412000.0,418000.0,7.0,125000.0,Kuliner,S1,Sertifikat,0
8451,2023-03-14,Jawa Barat,Investasi,Peminjam_Berulang,4539000.0,4777000.0,14.0,1173000.0,Perdagangan,S1,BPKB,0
8452,2023-09-27,Jawa Tengah,Modal_Usaha,Peminjam_Berulang,2297000.0,2297000.0,7.0,0.0,Pertanian,SMA,Sertifikat,0
8453,2023-07-25,DKI Jakarta,Modal_Usaha,Peminjam_Berulang,9574000.0,9595000.0,7.0,2878000.0,Pertanian,S1,BPKB,0
8454,2023-09-19,Jawa Tengah,Modal_Usaha,Peminjam_Baru,349000.0,,7.0,5000.0,Manufaktur,S1,BPKB,0
8455,2023-07-29,DKI Jakarta,Modal_Usaha,Peminjam_Berulang,259000.0,259000.0,,,Kuliner,SMA,BPKB,0
8456,2024-01-26,Jawa Barat,Multiguna,Peminjam_Berulang,9069000.0,,60.0,1354000.0,Digital,SMA,Sertifikat,0
8457,2023-07-25,Jawa Timur,Modal_Usaha,Peminjam_Berulang,2770000.0,,,851000.0,Pertanian,SMA,Tanpa_Jaminan,0
8458,2023-09-02,Jawa Tengah,Modal_Usaha,Peminjam_Berulang,560000.0,564000.0,7.0,91000.0,Jasa,SMA,BPKB,0
8459,2023-08-30,Jawa Barat,Modal_Usaha,Peminjam_Berulang,452000.0,452000.0,7.0,,Jasa,SMA,SK_Pegawai,0
8460,2023-09-22,Jawa Barat,Modal_Usaha,Peminjam_Berulang,1707000.0,1707000.0,7.0,69000.0,Digital,SMA,Tanpa_Jaminan,0
8461,2023-11-22,Jawa Barat,Modal_Usaha,Peminjam_Berulang,266000.0,268000.0,7.0,80000.0,Digital,S1,Sertifikat,0
8462,2023-10-01,DKI Jakarta,Modal_Usaha,Peminjam_Berulang,2091000.0,2103000.0,7.0,84000.0,Digital,S2,BPKB,0
8463,2023-02-18,Jawa Tengah,,Peminjam_Baru,959000.0,1048000.0,30.0,1048000.0,Jasa,SMA,BPKB,1
8464,2023-07-21,DKI Jakarta,Modal_Usaha,Peminjam_Berulang,335000.0,335000.0,7.0,100000.0,Kuliner,S1,SK_Pegawai,0
8465,2023-10-24,Jawa Timur,Modal_Usaha,Peminjam_Berulang,639000.0,641000.0,7.0,192000.0,Digital,S2,SK_Pegawai,0
8466,2023-08-01,Jawa Timur,Modal_Usaha,Peminjam_Berulang,1870000.0,1870000.0,7.0,561000.0,Manufaktur,SMA,BPKB,0
8467,2023-08-22,Jawa Tengah,Modal_Usaha,Peminjam_Berulang,256000.0,256000.0,7.0,,Perdagangan,S1,Tanpa_Jaminan,0
8468,2023-03-01,Jawa Timur,,Peminjam_Berulang,189000.0,223000.0,30.0,223000.0,Pertanian,D3,Tanpa_Jaminan,0
8469,2023-10-11,DKI Jakarta,Modal_Usaha,Peminjam_Berulang,1136000.0,1150000.0,7.0,345000.0,Manufaktur,S1,Tanpa_Jaminan,0
8470,2023-08-19,Jawa Tengah,Modal_Usaha,Peminjam_Berulang,84000.0,84000.0,7.0,25000.0,Jasa,S1,Sertifikat,0
8471,2023-11-26,Jawa Timur,Modal_Usaha,Peminjam_Berulang,812000.0,815000.0,7.0,0.0,Jasa,S1,Sertifikat,0
8472,2023-08-17,Jawa Tengah,Modal_Usaha,Peminjam_Berulang,769000.0,769000.0,7.0,230000.0,Digital,S1,BPKB,0
8473,2023-10-24,Jawa Tengah,Modal_Usaha,Peminjam_Berulang,1086000.0,1086000.0,7.0,326000.0,Perdagangan,SMA,SK_Pegawai,0
8474,2023-11-10,DKI Jakarta,Modal_Usaha,Peminjam_Berulang,505000.0,509000.0,7.0,152000.0,Kuliner,SMA,Tanpa_Jaminan,0
8475,2025-09-06,DKI Jakarta,Mikro_UKM,Peminjam_Berulang,1004000.0,,7.0,215000.0,Manufaktur,D3,Tanpa_Jaminan,1
8476,2023-08-29,DKI Jakarta,Modal_Usaha,Peminjam_Berulang,1091000.0,1124000.0,7.0,93000.0,Manufaktur,S1,SK_Pegawai,0
8477,2023-08-18,Jawa Timur,Modal_Usaha,Peminjam_Berulang,619000.0,637000.0,7.0,59000.0,Jasa,D3,SK_Pegawai,0
8478,2023-09-30,Jawa Barat,Modal_Usaha,Peminjam_Berulang,308000.0,308000.0,7.0,0.0,Jasa,SMA,BPKB,0
8479,2023-07-26,Jawa Timur,Modal_Usaha,Peminjam_Berulang,1841000.0,1841000.0,7.0,552000.0,Pertanian,S1,BPKB,0
8480,2024-01-24,Jawa Barat,Multiguna,Peminjam_Berulang,7328000.0,8207000.0,60.0,1094000.0,Digital,D3,BPKB,0
8481,2023-07-27,Jawa Barat,Modal_Usaha,Peminjam_Berulang,630000.0,632000.0,7.0,189000.0,Manufaktur,S1,BPKB,0
8482,2023-10-28,Jawa Barat,Modal_Usaha,Peminjam_Berulang,343000.0,,,0.0,Perdagangan,SMA,Sertifikat,0
8483,2023-09-01,Jawa Timur,Modal_Usaha,Peminjam_Berulang,532000.0,532000.0,7.0,159000.0,Kuliner,S1,SK_Pegawai,0
8484,2025-08-03,Jawa Tengah,Mikro_UKM,Peminjam_Berulang,2612000.0,2703000.0,7.0,540000.0,Kuliner,D3,SK_Pegawai,0
8485,2023-11-25,Jawa Tengah,Modal_Usaha,Peminjam_Berulang,846000.0,857000.0,7.0,72000.0,Kuliner,D3,SK_Pegawai,0
8486,2023-11-30,Jawa Tengah,,Peminjam_Berulang,563000.0,,7.0,92000.0,Kuliner,SMA,Sertifikat,0
8487,2023-11-14,Jawa Tengah,Modal_Usaha,Peminjam_Berulang,190000.0,191000.0,7.0,42000.0,Jasa,S1,Tanpa_Jaminan,0
8488,2023-08-18,Jawa Barat,Modal_Usaha,Peminjam_Berulang,611000.0,611000.0,7.0,183000.0,Kuliner,D3,BPKB,0
8489,2023-08-18,DKI Jakarta,Modal_Usaha,Peminjam_Berulang,827000.0,853000.0,7.0,255000.0,Digital,SMA,BPKB,0
8490,2023-08-05,Jawa Barat,Modal_Usaha,Peminjam_Berulang,1791000.0,1793000.0,7.0,,Digital,SMA,Sertifikat,0
8491,2023-10-08,Jawa Tengah,Modal_Usaha,Peminjam_Berulang,3925000.0,4000000.0,7.0,0.0,Pertanian,S2,Sertifikat,0
8492,2023-11-11,DKI Jakarta,Modal_Usaha,Peminjam_Berulang,2731000.0,2908000.0,7.0,0.0,Kuliner,S1,SK_Pegawai,0
8493,2023-09-15,Jawa Tengah,Modal_Usaha,Peminjam_Berulang,32000.0,32000.0,7.0,9000.0,Pertanian,SMA,Sertifikat,0
8494,2023-10-04,DKI Jakarta,Modal_Usaha,Peminjam_Berulang,334000.0,337000.0,7.0,46000.0,Jasa,D3,SK_Pegawai,0
8495,2023-10-22,Jawa Barat,Modal_Usaha,Peminjam_Berulang,166000.0,173000.0,7.0,52000.0,Jasa,S1,BPKB,0
8496,2023-09-29,Jawa Barat,Modal_Usaha,Peminjam_Berulang,729000.0,751000.0,7.0,225000.0,Perdagangan,S1,Sertifikat,0
8497,2023-08-31,DKI Jakarta,Modal_Usaha,Peminjam_Berulang,23000.0,24000.0,7.0,0.0,Pertanian,S1,SK_Pegawai,0
8498,2023-10-06,DKI Jakarta,Modal_Usaha,Peminjam_Berulang,1393000.0,1393000.0,7.0,417000.0,Pertanian,S1,BPKB,0
8499,2023-10-01,Jawa Timur,Modal_Usaha,Peminjam_Berulang,1873000.0,1873000.0,7.0,561000.0,Digital,S2,Tanpa_Jaminan,0
8500,2023-08-06,Jawa Timur,Modal_Usaha,Peminjam_Berulang,46000.0,48000.0,,14000.0,Kuliner,S2,SK_Pegawai,0
8501,2023-09-15,DKI Jakarta,Modal_Usaha,Peminjam_Berulang,1465000.0,1480000.0,7.0,39000.0,Jasa,SMA,SK_Pegawai,0
8502,2023-11-11,Jawa Tengah,Modal_Usaha,Peminjam_Berulang,983000.0,1007000.0,7.0,73000.0,Kuliner,S1,SK_Pegawai,0
8503,2023-11-26,Jawa Tengah,Modal_Usaha,Peminjam_Berulang,1245000.0,1253000.0,7.0,376000.0,Jasa,SMA,BPKB,0
8504,2023-08-15,DKI Jakarta,Modal_Usaha,Peminjam_Berulang,772000.0,772000.0,7.0,18000.0,Perdagangan,S1,Sertifikat,0
8505,2023-02-08,Jawa Timur,Investasi,Peminjam_Berulang,3370000.0,3762000.0,14.0,752000.0,Kuliner,S1,Tanpa_Jaminan,1
8506,2023-10-17,Jawa Barat,Modal_Usaha,Peminjam_Berulang,3871000.0,3871000.0,7.0,0.0,Perdagangan,D3,BPKB,0
8507,2023-07-13,Jawa Barat,Modal_Usaha,Peminjam_Berulang,6132000.0,6454000.0,7.0,3227000.0,Perdagangan,SMA,Sertifikat,0
8508,2023-09-19,Jawa Timur,Modal_Usaha,Peminjam_Berulang,836000.0,836000.0,7.0,250000.0,Digital,D3,Tanpa_Jaminan,0
8509,2023-09-28,DKI Jakarta,Modal_Usaha,Peminjam_Berulang,75000.0,,7.0,0.0,Manufaktur,D3,Tanpa_Jaminan,0
8510,2023-11-05,Jawa Timur,Modal_Usaha,Peminjam_Berulang,287000.0,292000.0,7.0,0.0,Jasa,SMA,BPKB,0
8511,2023-11-18,Jawa Tengah,Modal_Usaha,Peminjam_Berulang,103000.0,105000.0,7.0,0.0,Jasa,D3,Sertifikat,0
8512,2023-10-29,Jawa Tengah,Modal_Usaha,Peminjam_Berulang,582000.0,586000.0,7.0,175000.0,Jasa,SMA,Sertifikat,0
8513,2023-08-20,Jawa Timur,Modal_Usaha,Peminjam_Berulang,848000.0,,7.0,255000.0,Jasa,SMA,Sertifikat,0
8514,2023-11-01,Jawa Timur,Modal_Usaha,Peminjam_Berulang,422000.0,422000.0,7.0,126000.0,Manufaktur,SMA,Tanpa_Jaminan,0
8515,2023-09-16,Jawa Barat,Modal_Usaha,Peminjam_Berulang,530000.0,530000.0,7.0,159000.0,Digital,S1,BPKB,0
8516,2023-07-15,DKI Jakarta,Modal_Usaha,Peminjam_Berulang,199000.0,204000.0,7.0,,Pertanian,SMA,Sertifikat,0
8517,2023-11-01,Jawa Timur,,Peminjam_Berulang,10475000.0,10632000.0,29.0,,Digital,SMA,BPKB,0
8518,2023-08-19,Jawa Tengah,Modal_Usaha,Peminjam_Berulang,195000.0,202000.0,7.0,60000.0,Jasa,SMA,SK_Pegawai,0
8519,2023-11-10,Jawa Tengah,Modal_Usaha,Peminjam_Berulang,466000.0,,7.0,,Perdagangan,SMA,SK_Pegawai,0
8520,2023-10-06,DKI Jakarta,Modal_Usaha,Peminjam_Berulang,895000.0,921000.0,7.0,0.0,Manufaktur,S1,Sertifikat,0
8521,2023-08-29,DKI Jakarta,Modal_Usaha,Peminjam_Berulang,2587000.0,3652000.0,7.0,0.0,Jasa,D3,BPKB,0
8522,2023-09-16,DKI Jakarta,Modal_Usaha,Peminjam_Berulang,739000.0,739000.0,7.0,12000.0,Digital,S1,BPKB,0
8523,2023-07-16,Jawa Barat,Modal_Usaha,Peminjam_Berulang,624000.0,629000.0,7.0,188000.0,Jasa,D3,Sertifikat,0
8524,2023-10-24,Jawa Timur,Modal_Usaha,Peminjam_Berulang,1727000.0,2306000.0,7.0,0.0,Perdagangan,D3,BPKB,0
8525,2023-11-26,DKI Jakarta,Modal_Usaha,Peminjam_Berulang,721000.0,730000.0,7.0,0.0,Manufaktur,SMA,SK_Pegawai,0
8526,2023-08-19,Jawa Tengah,Modal_Usaha,Peminjam_Berulang,1447000.0,,7.0,434000.0,Kuliner,SMA,Tanpa_Jaminan,0
8527,2023-10-15,Jawa Barat,Modal_Usaha,Peminjam_Berulang,779000.0,,7.0,233000.0,Pertanian,SMA,Sertifikat,0
8528,2023-10-24,Jawa Barat,Modal_Usaha,Peminjam_Berulang,543000.0,543000.0,7.0,163000.0,Manufaktur,S1,BPKB,0
8529,2023-08-03,Jawa Tengah,Modal_Usaha,Peminjam_Berulang,123000.0,123000.0,7.0,37000.0,Manufaktur,SMA,BPKB,0
8530,2023-10-20,Jawa Timur,Investasi,Peminjam_Berulang,880000.0,937000.0,14.0,124000.0,Jasa,SMA,SK_Pegawai,0
8531,2023-09-22,Jawa Tengah,Modal_Usaha,Peminjam_Berulang,4401000.0,4535000.0,7.0,1360000.0,Digital,D3,Sertifikat,0
8532,2023-08-23,Jawa Timur,Modal_Usaha,Peminjam_Berulang,682000.0,695000.0,7.0,,Digital,SMA,Tanpa_Jaminan,0
8533,2023-07-26,Jawa Tengah,Modal_Usaha,Peminjam_Berulang,766000.0,790000.0,7.0,237000.0,Perdagangan,SMA,BPKB,0
8534,2023-11-04,Jawa Barat,Modal_Usaha,Peminjam_Berulang,347000.0,355000.0,7.0,106000.0,Perdagangan,SMA,BPKB,0
8535,2023-09-28,Jawa Timur,Modal_Usaha,Peminjam_Berulang,1350000.0,1358000.0,7.0,1000.0,Perdagangan,D3,SK_Pegawai,0
8536,2024-02-03,Jawa Timur,,Peminjam_Berulang,2890000.0,2934000.0,25.0,,Perdagangan,SMA,Tanpa_Jaminan,0
8537,2025-07-16,DKI Jakarta,Mikro_UKM,Peminjam_Baru,410000.0,425000.0,7.0,85000.0,Kuliner,SMA,Sertifikat,0
8538,2023-11-19,Jawa Tengah,Modal_Usaha,Peminjam_Berulang,10617000.0,10734000.0,7.0,0.0,Jasa,SMA,Sertifikat,0
8539,2023-07-13,DKI Jakarta,Investasi,Peminjam_Berulang,1823000.0,1926000.0,14.0,385000.0,Perdagangan,S1,BPKB,0
8540,2023-07-15,Jawa Tengah,Modal_Usaha,Peminjam_Berulang,1122000.0,1153000.0,7.0,346000.0,Jasa,SMA,SK_Pegawai,0
8541,2023-10-27,Jawa Timur,Modal_Usaha,Peminjam_Berulang,1600000.0,1600000.0,7.0,480000.0,Kuliner,SMA,Sertifikat,0
8542,2023-10-17,Jawa Barat,Modal_Usaha,Peminjam_Berulang,1000000.0,1031000.0,7.0,309000.0,Perdagangan,S1,Tanpa_Jaminan,0
8543,2023-07-15,Jawa Barat,Modal_Usaha,Peminjam_Berulang,373000.0,373000.0,7.0,,Perdagangan,D3,BPKB,0
8544,2023-10-14,Jawa Tengah,Modal_Usaha,Peminjam_Berulang,35000.0,36000.0,7.0,10000.0,Kuliner,S1,Sertifikat,0
8545,2023-09-19,Jawa Barat,Modal_Usaha,Peminjam_Berulang,24000.0,24000.0,7.0,0.0,Pertanian,D3,Tanpa_Jaminan,0
8546,2023-09-16,DKI Jakarta,Modal_Usaha,Peminjam_Berulang,345000.0,356000.0,7.0,,Perdagangan,D3,Sertifikat,0
8547,2023-08-02,DKI Jakarta,Modal_Usaha,Peminjam_Berulang,1946000.0,1993000.0,7.0,598000.0,Jasa,S1,BPKB,0
8548,2023-10-17,Jawa Tengah,Modal_Usaha,Peminjam_Berulang,132000.0,132000.0,7.0,0.0,Manufaktur,S1,SK_Pegawai,0
8549,2023-09-27,Jawa Barat,Modal_Usaha,Peminjam_Berulang,270000.0,270000.0,7.0,0.0,Jasa,S1,SK_Pegawai,0
